Aug 25 04:14:20 pranav-cluster-worker2 systemd[1]: Starting kubelet.service - kubelet: The Kubernetes Node Agent...
Aug 25 04:14:20 pranav-cluster-worker2 systemd[1]: Started kubelet.service - kubelet: The Kubernetes Node Agent.
Aug 25 04:14:21 pranav-cluster-worker2 kubelet[133]: I0825 04:14:21.092327     133 server.go:525] "Kubelet version" kubeletVersion="v1.35.0"
Aug 25 04:14:57 pranav-cluster-worker2 kubelet[187]: E0825 04:14:57.036024     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:57 pranav-cluster-worker2 kubelet[187]: E0825 04:14:57.138272     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:57 pranav-cluster-worker2 kubelet[187]: E0825 04:14:57.239976     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:57 pranav-cluster-worker2 kubelet[187]: E0825 04:14:57.343068     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:57 pranav-cluster-worker2 kubelet[187]: E0825 04:14:57.445163     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:57 pranav-cluster-worker2 kubelet[187]: E0825 04:14:57.546771     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:57 pranav-cluster-worker2 kubelet[187]: E0825 04:14:57.648970     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:57 pranav-cluster-worker2 kubelet[187]: E0825 04:14:57.751589     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:57 pranav-cluster-worker2 kubelet[187]: E0825 04:14:57.853880     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:57 pranav-cluster-worker2 kubelet[187]: E0825 04:14:57.956727     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:58 pranav-cluster-worker2 kubelet[187]: E0825 04:14:58.058993     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:58 pranav-cluster-worker2 kubelet[187]: E0825 04:14:58.160737     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:58 pranav-cluster-worker2 kubelet[187]: E0825 04:14:58.263026     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:58 pranav-cluster-worker2 kubelet[187]: E0825 04:14:58.365126     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:58 pranav-cluster-worker2 kubelet[187]: E0825 04:14:58.467810     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:58 pranav-cluster-worker2 kubelet[187]: E0825 04:14:58.573172     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:58 pranav-cluster-worker2 kubelet[187]: E0825 04:14:58.675118     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:58 pranav-cluster-worker2 kubelet[187]: E0825 04:14:58.777009     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:58 pranav-cluster-worker2 kubelet[187]: E0825 04:14:58.879839     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:58 pranav-cluster-worker2 kubelet[187]: E0825 04:14:58.982729     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:59 pranav-cluster-worker2 kubelet[187]: E0825 04:14:59.084942     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:59 pranav-cluster-worker2 kubelet[187]: E0825 04:14:59.187885     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:59 pranav-cluster-worker2 kubelet[187]: E0825 04:14:59.290190     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:59 pranav-cluster-worker2 kubelet[187]: E0825 04:14:59.392173     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:59 pranav-cluster-worker2 kubelet[187]: E0825 04:14:59.494936     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:59 pranav-cluster-worker2 kubelet[187]: E0825 04:14:59.596913     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:59 pranav-cluster-worker2 kubelet[187]: E0825 04:14:59.699020     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:59 pranav-cluster-worker2 kubelet[187]: E0825 04:14:59.801211     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:59 pranav-cluster-worker2 kubelet[187]: E0825 04:14:59.903253     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:00 pranav-cluster-worker2 kubelet[187]: E0825 04:15:00.005470     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:00 pranav-cluster-worker2 kubelet[187]: E0825 04:15:00.107995     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:00 pranav-cluster-worker2 kubelet[187]: E0825 04:15:00.210058     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:00 pranav-cluster-worker2 kubelet[187]: E0825 04:15:00.312084     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:00 pranav-cluster-worker2 kubelet[187]: E0825 04:15:00.414443     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:00 pranav-cluster-worker2 kubelet[187]: E0825 04:15:00.517225     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:00 pranav-cluster-worker2 kubelet[187]: E0825 04:15:00.619506     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:00 pranav-cluster-worker2 kubelet[187]: E0825 04:15:00.722242     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:00 pranav-cluster-worker2 kubelet[187]: E0825 04:15:00.824171     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:00 pranav-cluster-worker2 kubelet[187]: E0825 04:15:00.925803     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:01 pranav-cluster-worker2 kubelet[187]: E0825 04:15:01.028066     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:01 pranav-cluster-worker2 kubelet[187]: E0825 04:15:01.130203     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:01 pranav-cluster-worker2 kubelet[187]: E0825 04:15:01.232087     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:01 pranav-cluster-worker2 kubelet[187]: E0825 04:15:01.334291     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:01 pranav-cluster-worker2 kubelet[187]: E0825 04:15:01.436119     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:01 pranav-cluster-worker2 kubelet[187]: E0825 04:15:01.538244     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:01 pranav-cluster-worker2 kubelet[187]: E0825 04:15:01.640416     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:01 pranav-cluster-worker2 kubelet[187]: E0825 04:15:01.743163     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:01 pranav-cluster-worker2 kubelet[187]: E0825 04:15:01.844908     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:01 pranav-cluster-worker2 kubelet[187]: E0825 04:15:01.947251     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:02 pranav-cluster-worker2 kubelet[187]: E0825 04:15:02.049682     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:02 pranav-cluster-worker2 kubelet[187]: E0825 04:15:02.152200     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:02 pranav-cluster-worker2 kubelet[187]: E0825 04:15:02.254196     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:02 pranav-cluster-worker2 kubelet[187]: E0825 04:15:02.356102     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:02 pranav-cluster-worker2 kubelet[187]: E0825 04:15:02.423521     187 eviction_manager.go:297] "Eviction manager: failed to get summary stats" err="failed to get node info: node \"pranav-cluster-worker2\" not found"
Aug 25 04:15:02 pranav-cluster-worker2 kubelet[187]: E0825 04:15:02.458392     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:02 pranav-cluster-worker2 kubelet[187]: E0825 04:15:02.560993     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:02 pranav-cluster-worker2 kubelet[187]: E0825 04:15:02.663185     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:02 pranav-cluster-worker2 kubelet[187]: E0825 04:15:02.765060     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:02 pranav-cluster-worker2 kubelet[187]: E0825 04:15:02.867700     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:02 pranav-cluster-worker2 kubelet[187]: E0825 04:15:02.945198     187 controller.go:201] "Failed to ensure lease exists, will retry" err="Get \"https://pranav-cluster-control-plane:6443/apis/coordination.k8s.io/v1/namespaces/kube-node-lease/leases/pranav-cluster-worker2?timeout=10s\": dial tcp 172.18.0.4:6443: connect: connection refused" interval="7s"
Aug 25 04:15:02 pranav-cluster-worker2 kubelet[187]: E0825 04:15:02.970367     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:03 pranav-cluster-worker2 kubelet[187]: E0825 04:15:03.072045     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:03 pranav-cluster-worker2 kubelet[187]: I0825 04:15:03.164574     187 kubelet_node_status.go:74] "Attempting to register node" node="pranav-cluster-worker2"
Aug 25 04:15:03 pranav-cluster-worker2 kubelet[187]: E0825 04:15:03.166502     187 kubelet_node_status.go:106] "Unable to register node with API server" err="Post \"https://pranav-cluster-control-plane:6443/api/v1/nodes\": dial tcp 172.18.0.4:6443: connect: connection refused" node="pranav-cluster-worker2"
Aug 25 04:15:03 pranav-cluster-worker2 kubelet[187]: E0825 04:15:03.174788     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:03 pranav-cluster-worker2 kubelet[187]: E0825 04:15:03.277175     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:03 pranav-cluster-worker2 kubelet[187]: E0825 04:15:03.379288     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:03 pranav-cluster-worker2 kubelet[187]: E0825 04:15:03.481232     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:03 pranav-cluster-worker2 kubelet[187]: E0825 04:15:03.583694     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:03 pranav-cluster-worker2 kubelet[187]: E0825 04:15:03.603299     187 event.go:368] "Unable to write event (may retry after sleeping)" err="Post \"https://pranav-cluster-control-plane:6443/api/v1/namespaces/default/events\": dial tcp 172.18.0.4:6443: connect: connection refused" event="&Event{ObjectMeta:{pranav-cluster-worker2.18cef1296b4e1000  default    0 0001-01-01 00:00:00 +0000 UTC <nil> <nil> map[] map[] [] [] []},InvolvedObject:ObjectReference{Kind:Node,Namespace:,Name:pranav-cluster-worker2,UID:,APIVersion:v1,ResourceVersion:,FieldPath:,},Reason:Starting,Message:Starting kubelet.,Source:EventSource{Component:kubelet,Host:pranav-cluster-worker2,},FirstTimestamp:2026-08-25 04:14:22.308896768 +0000 UTC m=+0.058487563,LastTimestamp:2026-08-25 04:14:22.308896768 +0000 UTC m=+0.058487563,Count:1,Type:Normal,EventTime:0001-01-01 00:00:00 +0000 UTC,Series:nil,Action:,Related:nil,ReportingController:kubelet,ReportingInstance:pranav-cluster-worker2,}"
Aug 25 04:15:03 pranav-cluster-worker2 kubelet[187]: E0825 04:15:03.686286     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:03 pranav-cluster-worker2 kubelet[187]: E0825 04:15:03.788503     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:03 pranav-cluster-worker2 kubelet[187]: E0825 04:15:03.891732     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:03 pranav-cluster-worker2 kubelet[187]: E0825 04:15:03.995197     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:04 pranav-cluster-worker2 kubelet[187]: E0825 04:15:04.097244     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:04 pranav-cluster-worker2 kubelet[187]: E0825 04:15:04.199299     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:04 pranav-cluster-worker2 kubelet[187]: E0825 04:15:04.301433     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:04 pranav-cluster-worker2 kubelet[187]: E0825 04:15:04.404983     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:04 pranav-cluster-worker2 kubelet[187]: E0825 04:15:04.506832     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:04 pranav-cluster-worker2 kubelet[187]: E0825 04:15:04.609162     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:04 pranav-cluster-worker2 kubelet[187]: E0825 04:15:04.710865     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:04 pranav-cluster-worker2 kubelet[187]: E0825 04:15:04.812991     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:04 pranav-cluster-worker2 kubelet[187]: E0825 04:15:04.915229     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:05 pranav-cluster-worker2 kubelet[187]: E0825 04:15:05.017937     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:05 pranav-cluster-worker2 kubelet[187]: E0825 04:15:05.120893     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:05 pranav-cluster-worker2 kubelet[187]: E0825 04:15:05.222991     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:05 pranav-cluster-worker2 kubelet[187]: E0825 04:15:05.325578     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:05 pranav-cluster-worker2 kubelet[187]: E0825 04:15:05.427826     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:05 pranav-cluster-worker2 kubelet[187]: E0825 04:15:05.530155     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:05 pranav-cluster-worker2 kubelet[187]: E0825 04:15:05.631637     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:15:05 pranav-cluster-worker2 kubelet[187]: E0825 04:15:05.733254     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
